title,authors,publisher,published_date,description,page_count,categories,language,isbn_10,isbn_13,rating,ratings_count,source,subtitle,primary_category,final_category,search_query,collection_date,difficulty_level,programming_languages,key_topics
JavaScript for Modern Web Development,"Alok Ranjan, Abhilasha Sinha, Ranjit Battewad",BPB Publications,2020-04-18,"Beginner to Expert in Web development with JavaScript: From HTML to React-ReduxÊÊ KEY FEATURESÊ - Acquire web development skills to build independent applicationsÊ - Understand the basics of HTML, CSS, JavaScript, React and Redux - Create build beautiful applications using HTML, CSS, JavaScript, React and Redux - Learn how to debug and unit test your applications properly to build good end products - Follow best practices to write good quality code and build performant applications DESCRIPTIONÊ ",436,Computers,en,9389328721,9789389328721.0,0.0,0,Google Books,,,,,,,,
Web Developer's Reference Guide,"Joshua Johanan, Talha Khan, Ricardo Zea",Packt Publishing Ltd,2016-03-28,"A one-stop guide to the essentials of web development including popular frameworks such as jQuery, Bootstrap, AngularJS, and Node.js About This Book Understand the essential elements of HTML, CSS, and JavaScript, including how and when to use them Walk through three of the best and most popular web development frameworks – jQuery, Bootstrap, and AngularJS References for any function you will need in your day-to-day web development Who This Book Is For This book is perfect for beginners but more ",838,Computers,en,178355214X,9781783552146.0,0.0,0,Google Books,,,,,,,,
"Developing Web Sites with Html, CSS and JavaScript",EFREM G. MALLACH,,2024-07-31,"Covering the three underlying technologies of Web pages: HTML, CSS, and JavaScript, this book is a one-stop guide to getting started in web development, be it in a class or as a solo-learner. Starting with no prerequisites beyond minimal exposure to programming, this book guides readers in an accessible fashion through modern page layout methods to building a complete site. This book develops an understanding of the structure of a page (i.e. how its parts fit together to convey its content to si",0,Computers,en,1032741287,9781032741284.0,0.0,0,Google Books,,,,,,,,
Web Development with JavaScript and Ajax Illuminated,Richard Allen,Jones & Bartlett Learning,2009,"&Quot;Web Development with JavaScript and Ajax Illuminated provides readers with the cutting-edge techniques needed for web development in Web 2.0. It is ideal for the undergraduate student delving into the world of web development or novice web developers looking to further their understanding of JavaScript and Ajax. This text illustrates how to create dynamic, interactive web applications with ease, and interesting real-world case studies throughout the text offer students a glimpse of actual ",513,Business & Economics,en,0763754897,9780763754891.0,0.0,0,Google Books,,,,,,,,
"The Art of Web Development: Learn HTML, CSS & JavaScript: Master the Fundamentals of Web Development","Sanjay Kant, Praveen Kumar, Kapil Kumar",Pratishtha Corporation Press,2025-06-06,"Are you excited to create your own website but don’t know where to start? “The Art of Web Development: Learn HTML, CSS & JavaScript” is here to help you! This book is a simple and friendly guide that takes you step-by-step through the basics of building websites from scratch — no confusing jargon, just easy explanations. You’ll learn how to: Build the structure of a web page using HTML Make your pages look beautiful with CSS Add life and interaction using JavaScript Every chapter is packed with ",112,Antiques & Collectibles,en,,,0.0,0,Google Books,,,,,,,,
"WEB DEVELOPMENT: HTML, CSS AND JAVASCRIPT FOR BEGINNERS",Marcel Souza,Gavea Lab,,"Embark on an exciting journey into the world of web development with ""Web Development: HTML, CSS, and JavaScript for Beginners."" This comprehensive guide is carefully crafted to equip aspiring developers with the essential tools and knowledge needed to build stunning websites and web applications from scratch. Discover the building blocks of web development with an emphasis on HTML, CSS, and JavaScript. Through easy-to-follow explanations and hands-on exercises, this book demystifies the core co",120,Business & Economics,en,,,0.0,0,Google Books,,,,,,,,
"Front-End Back-End Development with HTML, CSS, JavaScript, jQuery, PHP, and MySQL",Jon Duckett,Wiley,2022-03-09,"A three-book set for web designers, front-end developers, and full-stack developers This three-book set combines the popular titles HTML & CSS: Designing and Building Web Sites JavaScript & jQuery: Interactive Front-End Development PHP & MySQL: Server-side Web Development Together these three books form an ideal platform for anyone who wants to master HTML and CSS, step up to the additional front-end interactivity possible with JavaScript and jQuery, and build back-ends with features like conten",0,Computers,en,1119813093,9781119813095.0,0.0,0,Google Books,,,,,,,,
DOM Scripting,Jeremy Keith,Apress,2006-11-07,"We know from the success of titles such as Web Standards Solutions, Cascading Style Sheets: Separating Content from Presentation, and The Web Designer's Reference that web designers are increasingly concerned with making sites that don't just look pretty, but are also built using current best practices. There are three main technologies married together to create usable, standards-compliant web designs: XHTML for data structure, Cascading Style Sheets for styling your data, and JavaScript for ad",345,Computers,en,1430200626,9781430200628.0,3.5,11,Google Books,,,,,,,,
Web Development,Andy Vickler,,2021-05-24,"This book includes 3 books : - Web development for Beginners in HTML- Web design with CSS- Javascript basics for BeginnersContent of book 1 :Are you interested in going back to the basics? Do you want to learn how to develop web pages the old way? Then welcome to this guide.In the same way that a building can only be as strong as its foundation, a webpage can only be as good as the bits and pieces that hold it together. In this case, we're talking about HTML.Hyper Text Markup Language, HTML is t",822,,en,195578602X,9781955786027.0,0.0,0,Google Books,,,,,,,,
Mastering JavaScript Secure Web Development+: Unlock the Secrets of Expert-Level Skills,Larry Jones,Walzone Press,2025-03-12,"""Mastering JavaScript Secure Web Development+: Unlock the Secrets of Expert-Level Skills"" is an essential resource for experienced developers poised to elevate their JavaScript prowess. In a landscape where technology evolves with unprecedented speed, this book provides a detailed exploration of advanced JavaScript techniques, balancing the intricacies of secure coding practices with the need for high-performance applications. Each chapter meticulously covers critical areas such as asynchronous ",471,Computers,en,,,0.0,0,Google Books,,,,,,,,
"The Basics of Front-End Web Development (HTML, CSS, and JavaScript)","Roggie Clark, Raj Clark",Bounce Rank,2024-09-26,"Make Learning Front-End Web Development Easier Have you ever wanted to build your own website but didn’t know where to start? Whether you're a total beginner or someone looking to brush up on the fundamentals, this book is your step-by-step guide to mastering the core trio of web development: HTML, CSS, and JavaScript. In this easy-to-follow book, you’ll discover: - HTML Essentials: Learn how to structure your web pages with headings, links, images, and more, laying the foundation for any websit",102,Computers,en,,,0.0,0,Google Books,,,,,,,,
"Web Programming with HTML, CSS, and JavaScript",John Dean,Jones & Bartlett Learning,2025-03-27,"""Web Programming with HTML5, CSS, and JavaScript is written for the undergraduate web programming course. In-depth coverage of the three client-side technologies, HTML5, CSS, and JavaScript requires no dependence on server-side technologies. Coverage of canvas, one of the most important new features of HTML5 is discussed. Topics are presented in a logical, comprehensive manner, and code is presented in both short code fragments and complete web pages, allowing readers to grasp concepts quickly a",755,Computers,en,1284278336,9781284278330.0,0.0,0,Google Books,,,,,,,,
